stop_point_id,lat,lon,name,first_stop_area_id
StopPoint:node:2948146673,5.3396167,-4.0832298,Terminus bus 47,
StopPoint:node:3025272708,5.2955802,-3.9874929,,
StopPoint:node:3067761599,5.3396156999999995,-4.0912463,Arret du Maroc,
StopPoint:node:3067766418,5.340233899999999,-4.1003523,,
StopPoint:node:3067766555,5.3400628999999995,-4.0973067,Mosquée du Maroc,
StopPoint:node:3075945505,5.3423254,-4.0738294999999995,Saint André,
StopPoint:node:3123713351,5.3285952,-3.9323558,,
StopPoint:node:3137208051,5.3427541,-4.0668084,,
StopPoint:node:3137217828,5.3436761,-4.0709484,2 poteaux,
StopPoint:node:3137243386,5.344676799999999,-4.0679411,Newton,
StopPoint:node:3137244964,5.344552,-4.0677822,,
StopPoint:node:3142681418,5.3807202,-3.9644698,,
StopPoint:node:3145728412,5.3531115,-3.979568,Riviéra 2,
StopPoint:node:3172419225,5.3250807,-4.001591299999999,,
StopPoint:node:3178527188,5.4046921,-3.9920069,Gare des taxis d'Abobo,
StopPoint:node:3218806159,5.3117095999999995,-3.9487208,Eglise Evangélique Internationnal Foursquare,
StopPoint:node:3326195828,5.3368705,-4.0037743,Saint Jean,
StopPoint:node:3396926870,5.2892377,-3.9691935,Wôrô-wôrô,
StopPoint:node:3396926874,5.2899064,-3.9694482,,
StopPoint:node:3489747206,5.268506899999999,-4.0062837,,
StopPoint:node:3605638544,5.3458049999999995,-3.9901614999999997,Arrêt de bus électriques- Université,
StopPoint:node:3666057101,5.3470566999999996,-4.0884501,Pharmacie Port-Bouët II,
StopPoint:node:3781465058,7.6847015,-5.0450308999999995,,
StopPoint:node:3806582754,7.6820602,-5.0301887,Arrêt de bus,
StopPoint:node:3950172145,5.3493507,-4.0734547,Figayo,
StopPoint:node:4019691346,5.3408323,-4.0649916,,
StopPoint:node:4021778943,7.6890129,-5.03025,,
StopPoint:node:4029208102,5.3616481,-3.9973698,"ENA Cocody, Boulevard Latrille",
StopPoint:node:4038594408,5.4744709,-3.8045586,Station Autobus,
StopPoint:node:4063655568,5.3349310999999995,-3.9956704999999997,,
StopPoint:node:4063656146,5.3345154,-3.9903182,,
StopPoint:node:4107240493,5.276244,-3.9668949,Gare de Wôrô Wôrô,
StopPoint:node:4107240891,5.2742872,-3.9786938,Pharmacie de Bietry,
StopPoint:node:4165904524,7.6879789999999995,-5.0280607999999996,,
StopPoint:node:4249632774,5.3585107,-4.0372919,Termunis du bus 02 Cité fairmont,
StopPoint:node:4337038016,5.2651661,-4.0114259,,
StopPoint:node:4411562346,5.3296306,-4.061373,Terminus 85,
StopPoint:node:4430910012,7.6796280999999995,-5.0279685999999995,,
StopPoint:node:4633269025,5.4818964,-4.0515794,,
StopPoint:node:4659944490,5.3133456,-3.9439194,Koumassi terminus 05,
StopPoint:node:4782251624,5.2745951,-3.9810261,Rodrigue,
StopPoint:node:4819697544,5.3159469,-4.089632,Gare Azito,
StopPoint:node:4858065722,5.348518299999999,-4.0039133,Gare Plateau de la vie,
StopPoint:node:4977476396,5.369294,-3.9984043999999996,Gare wôrô-wôrô Deux Plateaux,
StopPoint:node:4999458824,5.2948647,-4.004071,Terminus CHU de Treichville,
StopPoint:node:5030710121,5.7632777,-3.9789021,Carrefour Pecto,
StopPoint:node:5057165424,5.301876699999999,-4.0110975,Ex-pharmacie Mockey,
StopPoint:node:5057297311,5.3369029,-4.0039817,Arrêt de bus 94;Carrefour St Jean,
StopPoint:node:5061017421,5.7585332,-3.9823245,Carrefour Affoue,
StopPoint:node:5068855021,5.4158257999999995,-3.9933115999999997,Terminus 704 abobo Belleville,
StopPoint:node:5143730222,5.3283192999999995,-3.9408132,Terminus M'pouto - CIAD,
StopPoint:node:5143751833,5.3284442,-3.9410686,Terminus M'pouto - CIAD,
StopPoint:node:5147952122,5.4218733,-4.0165052,"Gare de gbaka Dokui, Zoo, Paillet",
StopPoint:node:5151223622,5.4215881,-4.016037799999999,Gare Angré Pétro Ivoire,
StopPoint:node:5151231923,5.351134399999999,-3.9911496,Arrêt wibus,
StopPoint:node:5156837725,5.3537326,-4.0280581,Gare de wôrô-wôrô Treichville Marcory Koumassi,
StopPoint:node:5156856821,5.3090367999999994,-4.0153032,Gare de wôrô-wôrô,
StopPoint:node:5281604034,5.3437686,-4.0711802,,
StopPoint:node:5299283324,5.342251699999999,-4.0664755999999995,,
StopPoint:node:5299389451,5.3407348,-4.0649226,,
StopPoint:node:5414376221,5.3555889,-4.0205264,Stif,
StopPoint:node:5425049447,5.3222796,-4.0530042,Gare de Bingerville,
StopPoint:node:5481186122,7.4541637,-4.3380804,KKM TRANSPORT,
StopPoint:node:5535571842,5.132472,-3.2925646,Traversée pirogue,
StopPoint:node:5739489700,5.3415133,-4.0623618,Complexe sportif de Yopougon,
StopPoint:node:5892858715,5.788166599999999,-6.600311,GARE D'OKROUYO,
StopPoint:node:5892933976,5.7886863,-6.6001027,Gare TSF Odienne,
StopPoint:node:5892936985,5.7884965,-6.6001362,Gare d’Odienné,
StopPoint:node:5892936988,5.7884081,-6.600043299999999,Gare de Dibievi,
StopPoint:node:5927302128,5.349342699999999,-4.073208,Figayo,
StopPoint:node:5934409413,5.3419897,-4.1003513,Arret de bus,
StopPoint:node:5936892363,5.367132799999999,-4.102032299999999,Terminus du bus 34,
StopPoint:node:5953580657,5.402885899999999,-3.9785378999999996,Bicici Djibi,
StopPoint:node:5953580661,5.3802448,-3.967352,Pharmacie Val de Grace,
StopPoint:node:5953580666,5.3695213,-3.9586785,Pharmacie du bonheur,
StopPoint:node:5953580667,5.3618751,-3.9593076999999997,Carrefour Palmeraie,
StopPoint:node:5953580668,5.3582581,-3.9643623,Station Shell Riviera 3,
StopPoint:node:5954541435,5.3286164,-3.9498433,CIAD,
StopPoint:node:5954541438,5.3358519,-3.9767957999999997,Ambassade des USA,
StopPoint:node:5954541439,5.3347766,-3.9902178999999998,Boulevard de France,
StopPoint:node:5954541440,5.3492831,-4.0024723,Carrefour de la Vie,
StopPoint:node:5957239660,5.4121523,-3.9820156,Chateau d'eau d'Angré,
StopPoint:node:5957239661,5.4046007,-3.9908227,Petro Ivoire Angré,
StopPoint:node:5957239662,5.3989296,-3.991548,Carrefour 22è,
StopPoint:node:5957239663,5.3855754,-3.9931427999999998,Carrefour Opéra,
StopPoint:node:5957239664,5.3778779,-3.9973645999999996,Carrefour Duncan,
StopPoint:node:5957239665,5.3615936,-3.9975967999999997,ENA,
StopPoint:node:5957239666,5.328577999999999,-4.0050058,Hotel Ivoire,
StopPoint:node:5957239667,5.3222225,-4.0026151,Blockhauss,
StopPoint:node:5958266385,5.3975314,-3.9860303,Pharmacie Les Laureades,
StopPoint:node:5958266386,5.3806538999999995,-3.9881293999999996,Petro Ivoire 7è Tranche,
StopPoint:node:5958266387,5.373758,-3.9845519,Commisariat 30è Art.,
StopPoint:node:5958266388,5.370110899999999,-3.9813020999999997,Terminus 202 Attoban,
StopPoint:node:5958266389,5.3673274,-3.9797108999999997,Parmacie St Bernard,
StopPoint:node:5958266390,5.3573659,-3.9782153,Pharmacie St Ange,
StopPoint:node:5958266391,5.3558221999999995,-3.9779595999999997,Collège André Malraux,
StopPoint:node:5958266392,5.3541894999999995,-3.9773239,Riviera 2,
StopPoint:node:5961735082,5.4239193,-4.0499566,Gare Gbaka Anonkou-Sodeci,
StopPoint:node:6098848385,5.3247785,-4.0207447,Saint Paul Plateau,
StopPoint:node:6136850508,5.3238161999999996,-4.0205509,Hôtel de Ville,
StopPoint:node:6136850509,5.3234932,-4.0205339,Hotel de Ville,
StopPoint:node:6136850510,5.3236666999999995,-4.0205326999999995,,
StopPoint:node:6136858285,5.3226907,-4.0205256,Terminus Hotel de Ville,
StopPoint:node:6195348341,5.3317403,-4.021322,Cathédrale Saint paul,
StopPoint:node:6281030720,5.4148488,-4.0333198999999995,Terminus bus 51/52,
StopPoint:node:6474137921,5.4351427999999995,-4.0144508,Gare Abobo Sogephia,
StopPoint:node:6474137923,5.4363696,-4.0125445,BICICI,
StopPoint:node:6474137925,5.4382744999999995,-4.0147435,Cours Sociaux,
StopPoint:node:6474137927,5.4381179,-4.019424,Avenue Kaza,
StopPoint:node:6474137929,5.435547199999999,-4.0202491,Camp Commando,
StopPoint:node:6474137931,5.4306474,-4.0200922,Station Shell,
StopPoint:node:6474137932,5.4263959,-4.0198488,Gendarmerie Abobo,
StopPoint:node:6474137934,5.4234101,-4.0187446,Terminus Gendarmerie Abobo,
StopPoint:node:6474137936,5.4171616,-4.0166455,2ème Arrêt,
StopPoint:node:6474137938,5.4131456,-4.0159709999999995,Banco,
StopPoint:node:6474137940,5.4089746,-4.0160152,Anador,
StopPoint:node:6474137942,5.392647,-4.0207427,Université Nangui Abrogoua,
StopPoint:node:6474137944,5.3774907,-4.0255918,Macaci,
StopPoint:node:6474137946,5.3592442,-4.027655,Gare Nord,
StopPoint:node:6474137948,5.3591608,-4.0274455,Gare Nord,
StopPoint:node:6474137950,5.3533564,-4.0257670999999995,Grande Mosquée Adjamé,
StopPoint:node:6474137952,5.3477689999999996,-4.0256668,Foire de Chine,
StopPoint:node:6474137954,5.3431983999999995,-4.0259753,Mairie d'Adjamé,
StopPoint:node:6474137956,5.3312371999999995,-4.0238205,Terminus tours Administratives,
StopPoint:node:6474137958,5.3278045,-4.0238800999999995,Immeuble Sogefiha,
StopPoint:node:6474137967,5.314504299999999,-4.0181049,Gare Sud,
StopPoint:node:6474137979,5.3179650999999994,-4.019718,Présidence,
StopPoint:node:6474137980,5.3225013,-4.019747199999999,Galerie du Parc,
StopPoint:node:6474137981,5.3339569,-4.0247204,Camp Galliéni,
StopPoint:node:6474137982,5.3386571,-4.026107,Institut National de la Santé Publique,
StopPoint:node:6474137983,5.343713,-4.0260495999999995,Mairie d'Adjamé,
StopPoint:node:6474137984,5.3459921,-4.0258452,Marché Forum,
StopPoint:node:6474138985,5.3503682,-4.0255664,Pharmacie du Banco,
StopPoint:node:6474138986,5.3534527,-4.0259070999999995,Grande Mosquée Adjamé,
StopPoint:node:6474138987,5.3586829,-4.028099,Gare Nord,
StopPoint:node:6474138988,5.3765773999999995,-4.0263861,Macaci,
StopPoint:node:6474138989,5.3906844,-4.0210349999999995,Filtisac,
StopPoint:node:6474138990,5.4085961,-4.0162968999999995,Anador,
StopPoint:node:6474138991,5.4135848,-4.0162419,Banco,
StopPoint:node:6474138992,5.4183764,-4.0173344,Saint-Joseph 2ème Arrêt,
StopPoint:node:6474138993,5.4237125,-4.0190817999999995,Terminus Gendarmerie Abobo,
StopPoint:node:6474138994,5.4315506,-4.020231,Bar Ivoire Abobo,
StopPoint:node:6474138995,5.4363436,-4.0203885999999995,DGI Abobo,
StopPoint:node:6474138996,5.4382274,-4.0189201,Avenue Kaza,
StopPoint:node:6474138997,5.4383935999999995,-4.0138587,Carrefour Akeïkoi,
StopPoint:node:6474138999,5.3149589,-4.0190673,Terminus Gare Sud,
StopPoint:node:6474139031,5.4350792,-4.0127537,Cité Universitaire Abobo,
StopPoint:node:6474139033,5.4354761,-4.0154322,Quai 15,
StopPoint:node:6614329781,5.3443185,-4.003689,,
StopPoint:node:6815808830,5.3580852,-3.9641507,Station Shell Riviera 3,
StopPoint:node:6815808831,5.3620442,-3.9591336,Carrefour Palmeraie,
StopPoint:node:6815808832,5.3802452,-3.9672641,Pharmacie Val de Grace,
StopPoint:node:6815808833,5.3865761,-3.9744202,CNPS 9ème Tranche,
StopPoint:node:6815808834,5.4010459,-3.9780244,Marché COCOVICO,
StopPoint:node:6815808835,5.4028903999999995,-3.9783234999999997,Bicici Djibi,
StopPoint:node:6815808838,5.4037729,-3.9857961,Terminus 81/82,
StopPoint:node:6815808839,5.3738506,-3.9618124999999997,Quick Market,
StopPoint:node:6815808840,5.373772799999999,-3.9618580999999997,Quick Market,
StopPoint:node:6815808841,5.3776576,-3.9634251999999996,Commissariat 35è Art.,
StopPoint:node:6815808842,5.3776142,-3.9635563,Commissariat 35è Art.,
StopPoint:node:6815808843,5.3866021,-3.9745307999999997,CNPS 9ème Tranche,
StopPoint:node:6815808844,5.4010482,-3.9781939,Marché COCOVICO,
StopPoint:node:6815808845,5.3698806999999995,-3.9587098,Pharmacie du bonheur,
StopPoint:node:6815808846,5.3832059999999995,-3.9725319,Groupe Scolaire St Marc,
StopPoint:node:6815808847,5.3833082,-3.9725091,Groupe Scolaire St Marc,
StopPoint:node:6815960786,7.6694748,-5.049180499999999,3ème Arrêt des Gbaka,
StopPoint:node:6815960886,7.669486099999999,-5.050218399999999,Carrefour Pharmacie,
StopPoint:node:6815960887,7.669467099999999,-5.0529386,5ème Arrêt des Gbaka,
StopPoint:node:6815960888,7.669445499999999,-5.0557593,6ème Arrêt des Gbaka,
StopPoint:node:6815960889,7.669436999999999,-5.0574297,7ème Arrêt des Gbaka,
StopPoint:node:6815960890,7.669422399999999,-5.0595421,Ancien Terminus des Gbaka,
StopPoint:node:6815961286,7.6695072,-5.0469291,2ème Arrêt des Gbaka,
StopPoint:node:6815972585,7.669482599999999,-5.0491869,4ème Arrêt des Gbaka,
StopPoint:node:6815972586,7.6694327,-5.0581293,Carrefour Jaune-Noir,
StopPoint:node:6815972685,7.6694765,-5.051544,4ème Arrêt des Gbaka,
StopPoint:node:6816010586,7.6720159,-5.043031399999999,Arrêt du Banco,
StopPoint:node:6816010685,7.6756074,-5.0402885,Carrefour Santé Mentale,
StopPoint:node:6819328985,5.282598999999999,-3.9692171999999997,Camp Commando de Koumassi,
StopPoint:node:6819329085,5.2892136,-3.9707407,Grand carrefour de Koumassi,
StopPoint:node:6819329086,5.2921087,-3.9741109,Hôtel Ibis Marcory,
StopPoint:node:6819329087,5.3194934,-4.0143679,,
StopPoint:node:6819329185,5.291629299999999,-3.9736909999999996,Hôtel Ibis Marcory,
StopPoint:node:6819329285,5.3008419,-3.9897183999999997,Chimtec Grand carrefour Marcory,
StopPoint:node:6820855646,5.335819,-3.9767154999999996,Ambassade des USA,
StopPoint:node:6820855647,5.3309825,-3.9728877,Hotel du Golf,
StopPoint:node:6820855648,5.331029699999999,-3.9730063999999996,Hotel du Golf,
StopPoint:node:6820855649,5.3312498,-3.9579229,Ex Terminus Sotra;Carrefour Sol Beni,
StopPoint:node:6831076677,5.332764,-4.021605,Cathédrale Saint paul,
StopPoint:node:6831076678,5.3299677999999995,-4.0205671,Église Méthodiste Unie de Côte d'Ivoire,
StopPoint:node:6831076682,5.314870399999999,-4.0185085,Gare Sud,
StopPoint:node:6832290086,5.2988832,-3.9867521,Cap Sud,
StopPoint:node:6899034705,5.2996481,-4.002239299999999,Gare de bassam,
StopPoint:node:6899034706,5.3004143,-3.9997862,Gendarmerie,
StopPoint:node:6899034707,5.303315,-4.0037983,Notre-dame,
StopPoint:node:6899034708,5.3072484,-4.005186,Pharmacie Nanan Yamousso,
StopPoint:node:6899034709,5.3099574,-4.0061406999999996,Après le pont,
StopPoint:node:6899034710,5.353411599999999,-4.0160602999999995,Adjamé liberté,
StopPoint:node:6899053345,5.3534641,-4.014846299999999,Adjamé liberté,
StopPoint:node:6899053346,5.353536399999999,-4.0120306999999995,Gare de Bingerville,
StopPoint:node:6899053347,5.325075,-4.0152949,Feux du plateau,
StopPoint:node:6899053348,5.310149099999999,-4.0061218,Nanan Yamousso,
StopPoint:node:6899053349,5.2996796999999995,-4.0024275,Gare de bassam,
StopPoint:node:6899241573,5.4200067,-4.0174383,Abobo Gare Mairie,
StopPoint:node:6899241574,5.4142627,-4.0159966,Mobil,
StopPoint:node:6899241575,5.3845867,-4.0214171,Lavage,
StopPoint:node:6899241576,5.37725,-4.0257575,Macaci,
StopPoint:node:6899241577,5.354345899999999,-4.0164004,Adjamé Liberté,
StopPoint:node:6899264970,5.349107,-4.021217399999999,Marché Gouro,
StopPoint:node:6899264971,5.3547097,-4.0163905,Adjamé Liberté,
StopPoint:node:6899264972,5.358734,-4.016791,Station Total,
StopPoint:node:6899264973,5.4215493,-4.0171184,Abobo Gare Mairie,
StopPoint:node:6900316196,5.3464187999999995,-3.9971869,,
StopPoint:node:6900316198,5.3353193,-3.9976103999999997,,
StopPoint:node:6900316199,5.3353627999999995,-3.9999658,,
StopPoint:node:6900317090,5.3377541,-3.9961887999999997,,
StopPoint:node:6902638988,5.4195822,-4.0153259,Carrefour Marché,
StopPoint:node:6902638989,5.4186048,-4.0135168,Petro Ivoire,
StopPoint:node:6902638990,5.4168519,-4.010197499999999,Au Bar,
StopPoint:node:6902638991,5.415799799999999,-4.0080786,Petit Carrefour,
StopPoint:node:6902638992,5.4152517,-4.0066972,Samaké,
StopPoint:node:6902638993,5.3994804,-4.0064893999999995,Azur,
StopPoint:node:6902638994,5.3780522,-4.0070352,Panneau ZOO,
StopPoint:node:6902638995,5.4197843,-4.0157753,Abobo Gare Mairie,
StopPoint:node:6902638996,5.417654799999999,-4.0117095,Ciné Cool,
StopPoint:node:6902638997,5.4144283,-4.0062697,Boulangerie Samake,
StopPoint:node:6902638998,5.410863,-4.0062877,Menuiserie,
StopPoint:node:6902638999,5.4101067,-4.0063067,Tchapatcha,
StopPoint:node:6902639000,5.4092677,-4.0063409,Chaine Avion,
StopPoint:node:6902639001,5.4051187999999994,-4.0063993,Pharmacie Dokui,
StopPoint:node:6902639002,5.4036347,-4.0064176,SODECI,
StopPoint:node:6902639003,5.4020966999999995,-4.0064567,Étage Noir,
StopPoint:node:6902639004,5.4001879,-4.0064867,Mobil,
StopPoint:node:6902639005,5.396817899999999,-4.006353,Arrêt Dokui,
StopPoint:node:6902639006,5.3929293,-4.005793,Ancien Feu,
StopPoint:node:6902639007,5.3872276,-4.005732,Bangui,
StopPoint:node:6902639008,5.385186399999999,-4.0060126,Vidange,
StopPoint:node:6902639009,5.382931,-4.0063262,HMA,
StopPoint:node:6902639010,5.3721147,-4.011813399999999,Carrefour paillet,
StopPoint:node:6902639011,5.3653116999999995,-4.0157875999999995,Carrefour 2 Plateaux,
StopPoint:node:6902639012,5.3553627,-4.0160705,Gare des gbakas d’Abobo par le zoo,
StopPoint:node:6902868224,5.4184847,-4.0136214,Petro Ivoire,
StopPoint:node:6902868225,5.4176462999999995,-4.0120067,Ciné Cool,
StopPoint:node:6902868226,5.4167077,-4.0102981,Au Bar,
StopPoint:node:6902868227,5.405193499999999,-4.0065403,Pharmacie Dokui,
StopPoint:node:6902868228,5.403670099999999,-4.0065873,SODECI,
StopPoint:node:6902868229,5.40212,-4.0066315,Étage Noir,
StopPoint:node:6902868230,5.4002026999999995,-4.0066597,Mobil,
StopPoint:node:6902868231,5.3994577,-4.0066033999999995,Azur,
StopPoint:node:6902868232,5.3965911,-4.0064518,Arrêt Dokui,
StopPoint:node:6902868233,5.3928327,-4.0059301,Ancien Feu,
StopPoint:node:6902868234,5.387252999999999,-4.005859,Bangui,
StopPoint:node:6902868235,5.3852715,-4.0061326,Vidange,
StopPoint:node:6902868236,5.3829176,-4.0064505,HMA,
StopPoint:node:6902868237,5.3716859,-4.0122238999999995,Carrefour paillet,
StopPoint:node:6902868238,5.365405,-4.0159576,Carrefour 2 Plateaux,
StopPoint:node:6902868239,5.3633371,-4.016812799999999,Willy Agban,
StopPoint:node:6902868240,5.366829699999999,-4.0152076999999995,Cimetière,
StopPoint:node:6902868241,5.3765336999999995,-4.0094557,CIE,
StopPoint:node:6902868242,5.378993899999999,-4.0070149,ZOO,
StopPoint:node:6902868243,5.390055299999999,-4.0056173,Eglise,
StopPoint:node:6902868244,5.41329,-4.0099567,Pharmacie Racines,
StopPoint:node:6902868245,5.4197638999999995,-4.0160257,Abobo Gare Mairie,
StopPoint:node:6902975747,5.4500231999999995,-4.0135154,Christine Bar,
StopPoint:node:6902975748,5.4607326,-4.0109926,Terminus Akéikoi village,
StopPoint:node:6902975749,5.45899,-4.010773299999999,A l'école,
StopPoint:node:6902975750,5.455207,-4.0112928,Destin,
StopPoint:node:6902975751,5.4542173,-4.0119565999999995,Monnaie,
StopPoint:node:6902975752,5.4528753,-4.012859199999999,André Bar,
StopPoint:node:6902975753,5.451049299999999,-4.0133357,Carrefour marché,
StopPoint:node:6902975754,5.446249,-4.0143571,A l'étage,
StopPoint:node:6902975755,5.4394513,-4.0141843,Boulangerie,
StopPoint:node:6902975756,5.438403999999999,-4.0140794,Carrefour Akéikoi,
StopPoint:node:6902975757,5.4225885,-4.0161726,Gare Gbaka Akeïkoi,
StopPoint:node:6903084141,5.4510779,-4.0134484,Carrefour marché,
StopPoint:node:6903084142,5.4530404,-4.0129173,André Bar,
StopPoint:node:6903084143,5.4542793,-4.0120751,Monnaie,
StopPoint:node:6903097494,5.438503,-4.0142825,Au goudron,
StopPoint:node:6903097495,5.4227551,-4.0160694,Gare Abobo,
StopPoint:node:6903097496,5.4230450999999995,-4.013945,Au tournant,
StopPoint:node:6903097497,5.427878199999999,-4.0146817,Au Feu,
StopPoint:node:6903097498,5.4334549999999995,-4.0124107,Célibataire,
StopPoint:node:6903097499,5.4352003,-4.0124925,JAUG,
StopPoint:node:6903097500,5.4383232999999995,-4.013588299999999,Cité,
StopPoint:node:6903097501,5.4490169999999996,-4.0138345,Boulangerie,
StopPoint:node:6903097502,5.4500084,-4.0136722,Christine Bar,
StopPoint:node:6903097503,5.455298399999999,-4.01134,Destin,
StopPoint:node:6903097504,5.4594778999999996,-4.0109968,A l'ecole,
StopPoint:node:6903097505,5.460775,-4.0111868,Terminus Akéikoi Village,
StopPoint:node:6903193216,5.4429020999999995,-4.0144891,Mosquée,
StopPoint:node:6903193217,5.4463091,-4.0144891,A l'étage,
StopPoint:node:6903268819,5.421939999999999,-4.0165181,Abobo Gare Mairie,
StopPoint:node:6903268820,5.4223082,-4.0163196999999995,Gare Abobo Kennedy-Marché/ Mosquée Ado,
StopPoint:node:6903268821,5.4211585,-4.0100057,Station,
StopPoint:node:6903268822,5.4236887,-4.0015221,Kennedy Marché,
StopPoint:node:6903296476,5.4221255,-4.011717,Mosquée,
StopPoint:node:6903296477,5.418662299999999,-4.0060106,Carrefour Kennedy,
StopPoint:node:6903296478,5.418612899999999,-4.005922099999999,Carrefour Kennedy,
StopPoint:node:6903296479,5.4213432,-4.0039185,Makan Traoré,
StopPoint:node:6903296480,5.4236156,-4.0015453,Au marché,
StopPoint:node:6903296481,5.423623,-4.0021714,A Gauche,
StopPoint:node:6903296482,5.4214359,-4.0037249,Makan Traoré,
StopPoint:node:6903347574,5.3286546,-3.9324706,Cocody Riviera M'badon,
StopPoint:node:6903347575,5.3293417,-3.9332266999999996,Nouveau marché,
StopPoint:node:6903347576,5.329969,-3.9339945999999997,Ancien marché,
StopPoint:node:6903347577,5.3307516999999995,-3.9350316999999997,Centre de santé Municipal de M'Badon,
StopPoint:node:6903347578,5.331008,-3.9352625999999997,La ferme,
StopPoint:node:6903347579,5.3353839,-3.9393933,Pharmacie,
StopPoint:node:6903347580,5.3384154,-3.9427407,2 poteaux,
StopPoint:node:6903347581,5.339948,-3.945032,Antenne,
StopPoint:node:6903347582,5.345935,-3.9457017,Carrefour Akouédo,
StopPoint:node:6903347583,5.3461517,-3.9471732999999998,École,
StopPoint:node:6903347584,5.3458217,-3.9505483,2ème rond-point,
StopPoint:node:6903370485,5.3503400999999995,-4.0227775999999995,Gare en haut,
StopPoint:node:6903374200,5.4210882,-4.0100339,Station,
StopPoint:node:6903374201,5.4196516,-4.00729,Immeuble Cercueil,
StopPoint:node:6903374202,5.4195595,-4.007456299999999,Immeuble Cercueil,
StopPoint:node:6903397403,5.4234507999999995,-3.9978515,Terminus mosquée Ado Kenedy,
StopPoint:node:6903397404,5.421577399999999,-3.9978488999999997,A l'école,
StopPoint:node:6903397405,5.419861699999999,-3.9979408999999997,,
StopPoint:node:6903397406,5.4185867,-3.9980282999999996,Dahico,
StopPoint:node:6903397407,5.4157689,-3.9992242,Étage Noir,
StopPoint:node:6903406997,5.415578,-4.0059533,Samake,
StopPoint:node:6903406998,5.415667099999999,-4.0037419,Eglise,
StopPoint:node:6903504058,5.415458,-4.0037763,Eglise,
StopPoint:node:6903504059,5.415650299999999,-4.0007588,Monastère,
StopPoint:node:6903504060,5.415433999999999,-4.0008192,Monastère,
StopPoint:node:6903504061,5.4157731,-3.9994029999999996,Étage Noir,
StopPoint:node:6903504062,5.4185995,-3.9981731999999996,Dahico,
StopPoint:node:6903525051,5.4339087,-4.027213199999999,Hôtel du centre,
StopPoint:node:6903525052,5.437374999999999,-4.0337387,A la Pompe,
StopPoint:node:6903525053,5.4377181,-4.036061699999999,Dépôt,
StopPoint:node:6903525054,5.4390604,-4.0445275,Anokoi,
StopPoint:node:6903525055,5.439303,-4.044482299999999,Anokoi,
StopPoint:node:6903525056,5.4423639999999995,-4.048014,Marahoué,
StopPoint:node:6903525057,5.4439581,-4.0487972,Agripac,
StopPoint:node:6903525058,5.447851099999999,-4.0510489,Terminus,
StopPoint:node:6903525059,5.447979699999999,-4.0508555,Terminus,
StopPoint:node:6903525060,5.4446544999999995,-4.0489498,Agripac,
StopPoint:node:6903525061,5.442501699999999,-4.0477433,Marahoué,
StopPoint:node:6903525062,5.437971699999999,-4.0360936999999995,Dépôt,
StopPoint:node:6903525063,5.4376377,-4.0338519999999995,A la Pompe,
StopPoint:node:6903525064,5.4367133,-4.030245,Marché de Nuit,
StopPoint:node:6903525065,5.4340417,-4.0268939999999995,Hôtel du centre,
StopPoint:node:6903525066,5.4217027,-4.0181394,Abobo Gare,
StopPoint:node:6903535584,5.3489387,-4.0206447,Complexe,
StopPoint:node:6903544086,5.350347999999999,-4.0224464,Gare en haut,
StopPoint:node:6903544087,5.3481387,-4.0180948,Maternité,
StopPoint:node:6903544088,5.3519133,-4.0140933,Adjamé Liberté,
StopPoint:node:6903544089,5.3547793,-4.0029137,2ème pont,
StopPoint:node:6903544090,5.3301187,-3.9339758999999996,Marché,
